SL.,Facility Level,Facility Code,Facility Name,Facility Type,Division Name,District Name
1841,UHC,10002164,"Balaganj Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1842,UHC,10002172,"Beanibazar Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1843,UHC,10002177,"Bishwanath Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1845,UHC,10002181,"Fenchuganj Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1846,UHC,10002182,"Golapganj Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1847,UHC,10002186,"Gowainghat Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1848,UHC,10002188,"Jaintapur Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1849,UHC,10002189,"Kanaighat Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1857,UHC,10002204,"Zakiganj Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1858,UHC,10002206,"Kachua Upazila Health Complex, Bagerhat",Upazila Health Complex,Khulna,Bagerhat
1859,UHC,10002207,"Kaliganj Upazila Health Complex, Lalmonirhat",Upazila Health Complex,Rangpur,Lalmonirhat
1860,UHC,10002208,"Sreepur Upazila Health Complex, Magura",Upazila Health Complex,Khulna,Magura
1861,UHC,10002209,"Companiganj Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1862,UHC,10002210,"Shibganj Upazila Health Complex, Chapai Nawabganj",Upazila Health Complex,Rajshahi,Chapai Nawabganj
1863,UHC,10002211,"Lohagara Upazila Health Complex, Narail",Upazila Health Complex,Khulna,Narail
1864,UHC,10002212,"Kaliganj Upazila Health Complex, Satkhira",Upazila Health Complex,Khulna,Satkhira
1865,UHC,10002213,"Kaliganj Upazila Health Complex, Jhenaidah",Upazila Health Complex,Khulna,Jhenaidah
1866,UHC,10002214,"Daulatpur Upazila Health Complex, Kushtia",Upazila Health Complex,Khulna,Kushtia
1868,UHC,10002223,"Nangolkot Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1869,UHC,10002231,"Pirganj Upazila Health Complex, Thakurgaon",Upazila Health Complex,Rangpur,Thakurgaon
1870,UHC,10002232,"Nawabganj Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1871,UHC,10002235,"Fulbari Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1872,UHC,10002243,"Dakshin Surma Upazila Health Complex, Sylhet",Upazila Health Complex,Sylhet,Sylhet
1879,UHC,10002304,"Durgapur Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1883,UHC,10013106,"Saltha Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1885,UHC,10013108,"Bijoynagar Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1928,UHC,10025126,"Shayestaganj Upazila Health Complex, Habiganj",Upazila Health Complex,Sylhet,Habiganj
1938,UHC,BGD25271,"Director,Communicable Disease & Work Program , BRAC, Mohakhali, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1962,UHC,BGD25303,"Chief of Party, Save the Children, HIV Program, Dhaka, Bangladesh, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1980,UHC,BGD25322,"Karnaphuli Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1998,UHC,BGD25340,"Tarakanda Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
2010,UHC,BGD36636,"Senior Director,Health & Humanitarian Crisis Management Programme , BRAC, Mohakhali, Dhaka",Upazila Health Complex,Dhaka,Dhaka
